"Nom","Adresse 1","Adresse 2","Code postal","Ville","T้l้phone 1","T้l้phone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activit้"
"LEVIF PASCAL","","6 LIEU DIT CHAILLONS","03210","BESSON","0470428680","","0470428834","1623Z","40945416200010","1 เ 2","","LEVIF PASCAL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE JM","","8 ROUTE NATIONALE 7","03150","RONGERES","0470450681","","0470452173","1623Z","34408869500012","3 เ 5","","MALLERET SERGE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE NOUVELLE D BOUCHERET","","36 AVENUE THIERS","03270","ST YORRE","0470591357","","0470591347","1623Z","42371903800014","3 เ 5","","BOUCHERET DIDIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PROVOST MENUISERIE","","LIEU DIT BROSSES JANDONS","03130","ST DIDIER EN DONJON","","","0470556350","1623Z","39783176900013","0","","PELIN SEBASTIEN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SEDEC","","LIEU DIT JALFRETTES","03500","ST POURCAIN SUR SIOULE","0470454324","","0470459897","1623Z","33374668300023","20 เ 49","info@sedec-03.com","GOUBY GERALD","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ATELIER VERNUCCI","","37 RUE RIZIERES","04100","MANOSQUE","0492876903","","0492725991","1623Z","79465456600031","0","","RENOUF RAPHAEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DAUMAS SERGE","","10 PLACE ST LOUIS","04860","PIERREVERT","0492729212","","","1623Z","38927075200030","Inconnu","renovhabitatprovence@live.fr","DAUMAS SERGE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE EBENISTERIE GROS","","LES PERONS","04290","SALIGNAC","0492353535","","","1623Z","49863243900010","0","","GROS YOANN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ORAISON MENUISERIE","","ZA","04700","ORAISON","0492799451","","0492799978","1623Z","32385360600016","6 เ 9","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ALPES CONFORT","","14 AVENUE 159EME RIA","05100","BRIANCON","0492490583","","","4391A","40099535300028","1 เ 2","","PHILIP ALEXANDRE","TRAVAUX DE CHARPENTE"
"ATELIER ATOUBOIS EURL","","16 ROUTE GARE","05600","GUILLESTRE","0677128362","","","1623Z","80242435800017","0","","ANDRILLON THIERRY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"AVM MENUISERIE","ZI ENTRAIGUES","RUE REMOULEURS","05200","EMBRUN","0661914405","","","1623Z","52154218300020","Inconnu","","MARINETTI MARC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"EUROPE BOIS","","QUARTIER PRE DU FAURE","05120","ST MARTIN DE QUEYRIERES","0492204419","","","1623Z","35183357900029","6 เ 9","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"FERVEUR PATRICK","","HAM VILLARD","05290","VALLOUISE","0492235379","","","4391A","40472730700013","Inconnu","","FERVEUR PATRICK","TRAVAUX DE CHARPENTE"
"NEZ DE MARCHE COM","","LIEU DIT PIGRAYER","05300","VENTAVON","0686351939","","","1623Z","82459809800013","0","xc@immobilier-visite.com","CRESSARD XAVIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PHILIP SARL","ZA LES SABLES","CHEMIN DIGUE RTE BAINS","05220","LE MONETIER LES BAINS","0492245603","","","4391A","40099535300028","1 เ 2","","PHILIP ALEXANDRE","TRAVAUX DE CHARPENTE"
"ATELIER DU PONTIN L'","","3 RUE PONTIN","06300","NICE","0493625544","","","1623Z","33432747500011","1 เ 2","","TROTTA HERVE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"AZUR ET BOIS","","876 CHEMIN FERRANDOU","06250","MOUGINS","0493690885","","","1623Z","49234743000026","3 เ 5","","BASTONERO JEAN-FRANCOIS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"EBENISTERIE MARINE MEDITERRANEE","","1540 AVENUE GEN GARBAY","06210","MANDELIEU LA NAPOULE","0611571177","","0493425238","4391A","80415167800013","3 เ 5","","DAEFFLER YANNICK","TRAVAUX DE CHARPENTE"
"MENUISERIE BAUDRU","","107 QUARTIER ANDRIO","06440","BLAUSASC","0493551695","","","1623Z","50745381900017","0","","BAUDRU XAVIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE OLLIVIER","","GAGE","06470","ST MARTIN D'ENTRAUNES","0663878466","","","1623Z","34060243200015","0","","OLLIVIER ANDRE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SAS PLENT","","50 ROUTE LI SALA PROLONGEE","06390","BENDEJUN","0493793606","","","1623Z","89259094400013","Inconnu","","MARIE JACQUELINE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"VERSACE FRANCOIS","","78 ROUTE NICE","06650","LE ROURET","0493774116","","0493773561","1623Z","35025732500018","0","","VERSACE FRANCOIS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"COMBE MATTHIEU EURL","","LA CHALAYE","07440","ALBOUSSIERE","0475582676","","","1623Z","48998360100019","1 เ 2","","COMBE MATTHIEU","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DUMOUSSEAU ET FILS","","105 ROUTE ST V DE DURFORT","07360","ST FORTUNAT SUR EYRIEUX","0475653163","","","4391A","52763554400010","Inconnu","","DUMOUSSEAU REMI","TRAVAUX DE CHARPENTE"
"ENTREPRISE FOURNIER","","LA VOUTE","07320","ST AGREVE","0475302641","","","4391A","42914088200011","1 เ 2","","FOURNIER LAURENT","TRAVAUX DE CHARPENTE"
"ETIENNE DIDIER","HAUT CHAMPAGNE","45 CHEMIN MAZE","07560","MONTPEZAT SOUS BAUZON","0475374269","","","1623Z","48319455100014","0","","ETIENNE DIDIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GUY XAVIER","","20 CHEMIN LACHAUX","07410","ST VICTOR","0475068670","","","1623Z","80881119400022","6 เ 9","","XAVIER GUY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MABS","","LA VIGNE","07230","LABLACHERE","0614522124","","","1623Z","82797481700013","1 เ 2","","BASTIDE SEBASTIEN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"METALLERIE FABRE JORIS","","QUARTIER ST JEAN","07460","BEAULIEU","0475390609","","","4391A","52763554400010","Inconnu","","DUMOUSSEAU REMI","TRAVAUX DE CHARPENTE"
"MOURGUE MICHEL","","LA GAZELLE","07590","ST ETIENNE DE LUGDARES","0466466011","","","1623Z","39067721900011","0","","MOURGUE MICHEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PLANETE BOIS","","ZI LAC","07000","PRIVAS","0475645659","","","1623Z","44164312900022","Inconnu","","ALLIER THIERRY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"THOULOUZE BRUNO","","CLEIRAC","07460","ST ANDRE DE CRUZIERES","0475390885","","","1623Z","42341160200026","0","","THOULOUZE BRUNO","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BAK SAMER","","BAT SAMER 5303 ST ALBERT","08200","ST MENGES","0324535218","","","1623Z","85202193000015","Inconnu","","BARTOLO AMELIE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BESTEL PERE ET FILS","LE CHESNE","1 RUE BELHOMED","08390","BAIRON ET SES ENVIRONS","0324301066","","0324301596","1623Z","31837853600011","3 เ 5","","BESTEL PATRICE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ETABLISSEMENTS RENE GILBIN","","1 RUE FONTENOIS","08240","ST PIERREMONT","","","0324302188","1623Z","30509711500011","1 เ 2","","LALONDE LOIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PIERRARD HERVE","","4 RUE MARQUIGNY","08130","LAMETZ","0324714006","","","1623Z","78702046000012","0","","PIERRARD EMMANUEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BOIS & CONSTRUCTION","","21 AVENUE 11 NOVEMBRE 1918","09600","LAROQUE D'OLMES","0614700440","","","1623Z","41991862800019","0","","POUYTES PIERRE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CARRERE CHRISTOPHE","BORDE B","ROUTE LOUMET","09350","DAUMAZAN SUR ARIZE","0661855366","","","4391A","75112979200022","Inconnu","","CARRERE CHRISTOPE","TRAVAUX DE CHARPENTE"
"DE DIOS FRERES SARL","","1 CHEMIN SPORTS","09300","LAVELANET","0561011712","","0561048955","4391A","49213767400015","20 เ 49","","MARTINEZ SEBASTIEN","TRAVAUX DE CHARPENTE"
"EYCHENNE ET FILS","","11 ROUTE DAUMAZAN","09350","SABARAT","0561699217","","0561699901","1623Z","33457967900013","6 เ 9","","EYCHENNE JEAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"LA MENUISERIE DE LA BELLONGUE","","1 AVENUE EGLISE","09500","TOURTROL","0601397205","","","1623Z","50184322100034","Inconnu","","WURZINSKI JOEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MARSEILLE LAURENT","","3 AVENUE PONT","09100","BENAGUES","0534016467","0672141007","","1623Z","52879027200017","0","laurent.marseille09@orange.fr","MARSEILLE LAURENT","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE ANTRAS EURL","","LIEU DIT SARTES","09190","LORP SENTARAILLE","0561661511","","0561048955","4391A","49213767400015","20 เ 49","","MARTINEZ SEBASTIEN","TRAVAUX DE CHARPENTE"
"NICHOLAS JENKINS MENUISER AGENCEUR","","11 RUE CLOUTERIE","09000","GANAC","0561048143","","","1623Z","75090240500026","0","","JENKINS NICHOLAS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SEGUIN CADICHE JEAN CLAUDE","PORTE 4","36 Bis AVENUE TOULOUSE","09100","PAMIERS","0641571108","","","4391A","42936734500049","Inconnu","","SEGUIN-CADICHE JEAN-CLAUDE","TRAVAUX DE CHARPENTE"
"BOIS 2000","","RUE MARMORET","10220","BREVONNES","0325464129","","","1623Z","95060379500028","1 เ 2","bois2000@wanadoo.fr","SIX DANIEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CONSTRUCTION BOIS BRUT DE CHAOURSE SARL","","HAM PETITES LOGES","10210","CHAOURCE","0325739058","","","1623Z","48995072500015","0","boisbrutdechaource@msn.com","HERVE JEAN-BAPTISTE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DIEUDE BENOIT","","11 RUE BUTTES","10000","TROYES","0608518876","","","4391A","39144896600013","Inconnu","","DIEUDE BENOIT","TRAVAUX DE CHARPENTE"
"DOMINGOS MARIA","","18 RUE JEAN NESMY","10000","TROYES","0668677605","","","4391A","88413978300010","Inconnu","dcbois@hotmail.com","DOMINGOS THIBAULT","TRAVAUX DE CHARPENTE"
"ESCAO ASSOCIES","","25 RUE GARE","10270","LUSIGNY SUR BARSE","0325412618","","","1623Z","80751457500016","100 เ 199","","LISABAUT PHILIPPE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"FRANCE VOLET","","40 BRIENNE","10700","ARCIS SUR AUBE","0325371313","","","1623Z","39170194300022","50 เ 99","","RIVES JOSIANE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"FVI","","ZI ST CHRISTOPHE","10500","ST LEGER SOUS BRIENNE","0325925080","","","1623Z","39170194300030","50 เ 99","","RIVES JOSIANE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"M2TC","","4 RUE VIGNES","10190","ESTISSAC","0661538848","","","1623Z","39964678500028","0","contact.m2tc@gmail.com","LAFFILEE CHRISTOPHE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE EN OTHE SARL","AIX EN OTHE","5 RUE ERNEST FURGON","10160","AIX VILLEMAUR PALIS","0325439755","","","4391A","83752016200012","Inconnu","","MASSELOT FREDERIC","TRAVAUX DE CHARPENTE"
"PORTEC INDUSTRY","","ZA PLANTS","10220","PINEY","0325464300","","","1623Z","79260156900017","20 เ 49","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"RD MENUISERIE","","21 DIG DE FOUCHY","10000","TROYES","0633525412","","","1623Z","50751584900010","Inconnu","","RD MENUISERIE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"AUDE SERVICE VOLETS","","5 L L'ARGELAS","11570","PALAJA","0611569286","","","1623Z","52781294500014","0","","VERDU JEAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CLERC THIERRY SARL","","FONTROUZAUD","11400","CASTELNAUDARY","0468235264","","","1623Z","82908557000036","Inconnu","sarl.clerc.thierry@orange.fr","MISENE LIONEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GOUZON NICOLAS","","RESIDENCE ECOLE PRIMAIRE 1 RTE CAZILHAC","11570","CAVANAC","0658815759","","","1623Z","45228580200024","Inconnu","","GOUZON NICOLAS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"HOCKINGS PAUL","","11 IMPASSE CEREN","11600","VILLALIER","0468770596","","","1623Z","51271440300015","Inconnu","","HOCKINGS PAUL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"J2M MENUISERIE","","ZI FONTUILE","11400","ST MARTIN LALANDE","0468232897","","","1623Z","53265318500019","Inconnu","","MILLECAMPS JEAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MONTEIRO CARLOS","","23 RUE HIPPOCAMPE","11430","GRUISSAN","0434360342","","","1623Z","44247084500029","0","","DA COSTA MONTEIRO CARLOS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"OLI DESIGN SARL","","22 RUE JEAN MONNET","11000","CARCASSONNE","0649931093","","","1623Z","82908557000036","Inconnu","","MISENE LIONEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"AJPM","","LE BOUSQUET","12390","RIGNAC","0685509203","","","1623Z","79334758400021","3 เ 5","","AUGUY JULIEN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BEUTEL BARBARA","","COMBRADET","12170","REQUISTA","0565672110","","","1623Z","50797776700023","Inconnu","","BEUTEL BARBARA","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DELPAL CHRISTIAN","","ST AGNAN","12290","SEGUR","0565706626","","0565707593","4391A","84837746100019","1 เ 2","","DELPAL ROMAIN","TRAVAUX DE CHARPENTE"
"DROMENGRO JACQUOT PIERRE","","PLAINE ANDRE","12360","CAMARES","0644942084","","","1623Z","82059159200010","0","","JACQUOT PIERRE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GOUTAL FREDERIC","","ST SERNINET","12370","MOUNES PROHENCOUX","0683011092","","","1623Z","50026561600010","1 เ 2","","GOUTAL FREDERIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"LA BOUTIQUE DU MENUISIER","","23 AVENUE GINESTE","12000","RODEZ","0565429936","","","1623Z","39949845000010","0","laboutiquedumenuisier600@gmail.com","SCUDIER FRANCIS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"LES MENUISERIES D'OLT","MALASSALLE","5 ROUTE MONTROZIER","12310","BERTHOLENE","0565485388","","","1623Z","40975940400042","Inconnu","","LES MENUISERIES D OLT","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"M LAGARDE SERGE","","LIEU DIT MAS RIGAL","12460","ST AMANS DES COTS","0565448109","","","1623Z","42020789600010","Inconnu","","LAGARDE SERGE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MASSON SARL","","LIOUJAS","12740","LIOUJAS LA LOUBIERE","0565469230","","0966959230","1623Z","41509783100010","6 เ 9","","MASSON ELODIE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MOLENAT BOIS","","LIEU DIT PLEGAT","12110","AUBIN","0565436057","","","1623Z","34049284200026","20 เ 49","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"NATTES JULIEN","","LA PENCHENERIE","12240","RIEUPEYROUX","0642172820","","","4391A","51019300600010","Inconnu","julien.nattes@yahoo.fr","NATTES JULIEN","TRAVAUX DE CHARPENTE"
"ROZIERE FRERES","","5 ROUTE MONTROZIER","12310","BERTHOLENE","0565629026","","","1623Z","42738003500092","6 เ 9","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ROZIERE FRERES SA","","LIEU DIT CAUFOURS","12340","BOZOULS","0565512101","","","1623Z","42738003500027","100 เ 199","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SCUDIER FRANCIS","","AVENUE RODEZ","12300","DECAZEVILLE","0637154669","","","1623Z","39949845000010","0","","SCUDIER FRANCIS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"STAF GINISTY SARL","","PARC D'ACTIVITES NAJAS","12500","ESPALION","0565440313","","0565480157","1623Z","32031723300023","10 เ 19","ginisty@staf.fr","GINISTY CHRISTIAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"VIAS ALU","","ZONE D'ACTIVITE LES COMBES","12310","LAISSAC SEVERAC L'EGLISE","0565696805","","0565707593","4391A","84837746100019","1 เ 2","","DELPAL ROMAIN","TRAVAUX DE CHARPENTE"
"CORTESERO SERGE","","774 CHEMIN PRES VERTS","13150","TARASCON","0490911813","","","1623Z","43285795100011","1 เ 2","","CORTESERO SERGE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"FERMETURE DU SOLEIL","","2 RUE FERDINAND REY","13006","MARSEILLE","0496124189","","","1623Z","37776624100055","Inconnu","","CARRERA RICHARD","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GRAND PACA MENUISERIE","","41 BOULEVARD SAKAKINI","13004","MARSEILLE","0491490981","","","1623Z","87887938600018","Inconnu","","PETROSYAN GARIK","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"HUGUES JEAN LOUIS","","17 RUE TEMPLE","13890","MOURIES","0490475733","","","4391A","38895886000016","1 เ 2","","HUGUES JEAN","TRAVAUX DE CHARPENTE"
"KING TREE PACK","","CHEMIN ARPE","13220","CHATEAUNEUF LES MARTIGUES","0688657527","","","1623Z","80977681800027","1 เ 2","","KING TREE PACK","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"L'ETABLI BOIS EURL","","170 CHEMIN GRAND ST PAUL","13840","ROGNES","0663285692","","","1623Z","82937926200019","0","","RICARD JONATHAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MD CREATION","","106 RUE EDMOND ROSTAND","13300","SALON DE PROVENCE","0490561037","","","1623Z","40032171700011","6 เ 9","","GARCIA PASCAL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MD ESCALIERS","","40 CHEMIN PARETTE","13012","MARSEILLE","0486120115","","","1623Z","39866116500017","6 เ 9","","YVINEC HERVE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE FABRE","LES MILLES","120 RUE JEAN DE GUIRAMAND","13090","AIX EN PROVENCE","0442242243","","","1623Z","33978519800013","3 เ 5","","FABRE JEAN-PIERRE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE LUCAS","","8 RUE LABRY","13004","MARSEILLE","","","0491347354","1623Z","51997863900010","1 เ 2","","LUCAS CHRISTOPHE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"TRACOL XAVIER","","RESIDENCE BASTIDE PLAN RTE DEPARTEMENTALE 561","13610","LE PUY STE REPARADE","0442618773","","","1623Z","32804054800021","Inconnu","","TRACOL XAVIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"VENELLES MENUISERIES MULTI SERVICES","","2 IMPASSE SOURCE","13770","VENELLES","0680414378","","","1623Z","52291925700017","0","","PARET MICHEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ARTY BOIS CONCEPT","","CHEMIN CHAMP DE LA REINE","14340","LA BOISSIERE","0231312771","","","4391A","85151919900018","Inconnu","","LECOQ ROMAIN","TRAVAUX DE CHARPENTE"
"BATI BOIS NORMANDIE EURL","ZAC LAZZARO","RUE JEAN MONNET","14460","COLOMBELLES","0231835013","","","4391A","38449446400025","6 เ 9","bati-bois@wanadoo.fr","GESLIN DAVID","TRAVAUX DE CHARPENTE"
"BOIZEAL","","LIEU DIT 3 COURS","14220","LES MOUTIERS EN CINGLAIS","0231797181","","0231790113","1623Z","7499214410001","10 เ 19","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CHAPUZET GUY SA","VIRE","6 RUE BOIS DE NEUVILLE","14500","VIRE NORMANDIE","0231680521","","0231679340","1623Z","94738007700026","20 เ 49","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DEROUET LONGUET SAS","","PERRET","14100","ST DESIR","0231322244","","","4391A","75138721800025","3 เ 5","","GAUTIER KEVIN","TRAVAUX DE CHARPENTE"
"GROJO MENUISERIE","","ZI LES 4 ROUTES","14430","ANNEBAULT","0689688094","","","4391A","49114441600030","Inconnu","jeromegrojo@gmail.com","GROJO JEROME","TRAVAUX DE CHARPENTE"
"JOEL ETIEMBLE FERMETURES","","20 RUE DU VILLAGE GRISY 20 LE BAS DU BOURG","14170","VENDEUVRE","0231203888","","","4391A","38449446400025","6 เ 9","","GESLIN DAVID","TRAVAUX DE CHARPENTE"
"LIGNAXIS","","20 ROUTE DIVES","14340","VALSEME","0231659502","","0231652998","1623Z","82336767700015","0","","PAPELIER ERIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MENUISERIE VOEGELE","","9 CHEMIN BEAUREGARD","14112","BIEVILLE BEUVILLE","","","0231060397","1623Z","39052632500019","0","","VOEGELE EMMANUEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"RESEAU BOIS SARL","","AVENUE MARTRAY","14730","GIBERVILLE","0231725000","","0231725010","1623Z","39013694300011","10 เ 19","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SOFAMEC STE FABRICATION MENUISERIE SUR COMMAND","ZI","RUE PHILIPPE LEBON","14440","DOUVRES LA DELIVRANDE","0231373634","","0231371719","1623Z","39841079500015","10 เ 19","sofamec@orange.fr","MILLET DAVID","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"TEDDY LEFEVRE","","LIEU DIT ESCURES","14520","COMMES","0633791316","","","1623Z","80165874100013","1 เ 2","","LEFEVRE TEDDY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BELFORT ANDRE","","LIEU DIT MONTAGNE","15150","MONTVERT","0967050676","","","4391A","31690149500036","0","","BELFORT ANDRE","TRAVAUX DE CHARPENTE"
"DUVAL CYRIL","","LIEU DIT DOUMIS","15200","CHALVIGNAC","0471680464","","","1623Z","51452469300017","0","","DUVAL CYRIL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ETABLISSEMENTS ORLHAC","","9 ZA ROUNIOUSE","15110","CHAUDES AIGUES","0471235972","","","4391A","48825293300012","3 เ 5","","ORLHAC BENOIT","TRAVAUX DE CHARPENTE"
"BERNARD FRANCK","","LIEU DIT PERAUDIERE","16240","MONTJEAN","0545311771","","","4391A","78975833100019","Inconnu","","BERNARD FRANCK","TRAVAUX DE CHARPENTE"
"BOIRON FREDERIC","","LE BOURG","16140","EBREON","0545230130","","","1623Z","50096909200021","1 เ 2","","BOIRON FREDERIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CONSTANT SYLVERE","","LE BOURG","16480","BOISBRETEAU","0672150683","","","1623Z","41382381600017","Inconnu","","CONSTANT JEAN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DELPLANQUE MENUISERIES","","10 AVENUE GEN DE GAULLE","16420","BRIGUEUIL","0983950930","0661871482","0956803665","1623Z","45173534400017","6 เ 9","","GLUMINEAU CEDRIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"KEGG MICHAEL","","1 RUE TIPIS","16140","RANVILLE BREUILLAUD","0645768969","","","1623Z","50514385900013","Inconnu","","KEGG JOHN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MJC MONNET","","2 RUE SOUCHETS","16410","DIGNAC","0689053308","","","1623Z","49835053700011","1 เ 2","","MONNET JEAN-CHARLES","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"A C P MENUISERIE BARON","DERCIE","2 PASSE EGLISE","17600","LE GUA","0546059096","","","1623Z","50469635200013","0","acpmenuiseriebaron@orange.fr","BARON PATRICK","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BOURDIN STEPHANE","","2 RUE GROS JONC","17580","LE BOIS PLAGE EN RE","0546095155","","","1623Z","41012060400013","Inconnu","","BOURDIN STEPHANE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CHC MENUISERIE","","19 RUE CHARTRIE","17220","BOURGNEUF","0546270801","","","4391A","81982938300010","0","","CONTRE CHARLES-HENRI","TRAVAUX DE CHARPENTE"
