"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité","Activité","Activité","Activité","Activité"
"ASSU 2000","","29 RUE LOUIS TALAMONI","94500","CHAMPIGNY SUR MARNE","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","1 AVENUE JEAN JAURES","94600","CHOISY LE ROI","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","72 RUE GEN LECLERC","94000","CRETEIL","0148104523","","0143911239","6820B","51309732900025","0","","TIMPANO SEBASTIEN","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","100 AVENUE GEORGES GOSNAT","94200","IVRY SUR SEINE","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","65 AVENUE GEN GALLIENI","94340","JOINVILLE LE PONT","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","111 AVENUE FONTAINEBLEAU","94270","LE KREMLIN BICETRE","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","39 BOULEVARD ALSACE LORRAINE","94170","LE PERREUX SUR MARNE","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","5 AVENUE GEN LECLERC","94700","MAISONS ALFORT","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","163 BOULEVARD MAXIME GORKI","94800","VILLEJUIF","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","8 PLACE PIERRE SEMARD","94190","VILLENEUVE ST GEORGES","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","52 RUE GEN DE GAULLE","94350","VILLIERS SUR MARNE","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","7 AVENUE YOURI GAGARINE","94400","VITRY SUR SEINE","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSUR O'POIL","","51 RUE HOCHE","94200","IVRY SUR SEINE","0805201202","","0156205939","","0","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE BONUS","","55 Bis BOULEVARD STRASBOURG","94130","NOGENT SUR MARNE","0972532729","0625876662","","6622Z","78881561100025","0","","DAHAN SAMUEL","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE CREDIT ET FINANCE","","58 RUE PARIS","94190","VILLENEUVE ST GEORGES","0143893362","","0143893860","6622Z","80067640500015","3 à 5","","DIABATE MAMADOU","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSURANCE ET AFFACTURAGE DES CREDITS INT AACI","","43 RUE PIERRE SEMARD","94700","MAISONS ALFORT","0141794488","","","6622Z","44069427100014","0","","PECTORIN MICHEL","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE INVESTISSEMENT COURTAGE","","23 AVENUE CHARLES PEGUY","94210","LA VARENNE ST HILAIRE","0148899562","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE MOINS CHERE","","48 Ter RUE GEN DE GAULLE","94430","CHENNEVIERES SUR MARNE","0955573770","","","6622Z","50273832100020","Inconnu","","ASSURANCE MOINS CHERE","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","32 RUE LOUIS TALAMONI","94500","CHAMPIGNY SUR MARNE","0149838383","","","6622Z","38873615900079","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","87 RUE GEN LECLERC","94000","CRETEIL","0148993333","","0143685878","6622Z","38873615900178","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSURANCE UNIE","","54 AVENUE GEN GALLIENI","94340","JOINVILLE LE PONT","0148858585","","0148852997","6622Z","38873615900087","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","95 AVENUE PARIS","94160","ST MANDE","0143747474","","","6622Z","38873615900061","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","83 BOULEVARD CRETEIL","94100","ST MAUR DES FOSSES","0141810810","","","6622Z","82850320100026","0","saintmaur@courtiassurances.com","RUMOR FILIPE","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","1 AVENUE LOUIS ARAGON","94800","VILLEJUIF","0146777777","","","6622Z","38873615900152","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES DE OLIVEIRA","","41 AVENUE CHOISY","94190","VILLENEUVE ST GEORGES","0143897233","","","6622Z","48193132700029","0","","ASSURANCES DE OLIVEIRA","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES ET COURTAGES CHAMPERET","","27 AVENUE RATEL","94340","JOINVILLE LE PONT","0141955033","","","6622Z","53018642800039","1 à 2","","PIMENTEL MARIE","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES LA NOUVELLE","","3 AVENUE ANATOLE FRANCE","94600","CHOISY LE ROI","0148529124","","0981406362","6622Z","79140393400023","1 à 2","","TINAKICHT RACHID","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES PARIS","133 QUATER","RUE PARIS","94220","CHARENTON LE PONT","0659784936","","","","0","","richard.cohen@creditprofessionnel.com","","COURTIERS D'ASSURANCES","","","",""
"ASSUREURS 2 ASSOCIES","","115 AVENUE PAUL VAILLANT COUTURIER","94400","VITRY SUR SEINE","0146821650","","","6622Z","50299891700020","Inconnu","","DENIS LAURENT","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"B & B FINANCES SAS","","112 AVENUE PARIS","94300","VINCENNES","0820955135","","","6622Z","53883128000010","0","","BENHELOU ADAM","COURTIERS D'ASSURANCES","","","",""
"BA ASSURANCES","","43 BOULEVARD STRASBOURG","94130","NOGENT SUR MARNE","0148838331","","","6622Z","53491192000047","3 à 5","","CAUTELA FLORENT","COURTIERS D'ASSURANCES","","","",""
"BECHA MOHAMED","","20 RUE LAKANAL","94400","VITRY SUR SEINE","0652045463","","","6622Z","75145947000025","0","","BECHA MOHAMED","COURTIERS D'ASSURANCES","","","",""
"BEST ASSUR","","139 RUE VICTOR RECOURAT","94170","LE PERREUX SUR MARNE","0143242708","","","6622Z","81440755700010","0","contact@bestassur.fr","MANNAI ELYES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","","",""
"BRUNEL PATRICE","","RUE FELIX FAURE","94400","VITRY SUR SEINE","0134282200","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"C COURTAGE ASSURANCES","","17 VILLA PETIT PARC","94000","CRETEIL","0145176860","","","6622Z","45135914500013","1 à 2","","GUIDEZ FRANCK","COURTIERS D'ASSURANCES","","","",""
"CABINET 2C","","9 AVENUE ANATOLE FRANCE","94400","VITRY SUR SEINE","0146803565","","","6619B","47970057700014","Inconnu","","OUIKENOUNE LOUISETTE","COURTIERS D'ASSURANCES","","","",""
"CABINET ALEXANDRE PARENT","","21 AVENUE CHEMIN DE MESLY","94000","CRETEIL","0651418641","","","6622Z","48039228100022","0","","PARENT ALEXANDRE","COURTIERS D'ASSURANCES","","","",""
"CABINET AMV","","18 AVENUE MESNIL","94210","LA VARENNE ST HILAIRE","0149763037","","","6511Z","41480728900023","3 à 5","","SAROCCHI MANUELA","COURTIERS D'ASSURANCES","","","",""
"CABINET AZZIMONTI","","24 RUE VERDUN","94230","CACHAN","0145463070","","","6622Z","39213398900013","1 à 2","","CABINET AZZIMONTI","COURTIERS D'ASSURANCES","","","",""
"CABINET CLEMENTE","","9 AVENUE CINTRAT","94420","LE PLESSIS TREVISE","0607686110","","","6622Z","38385138300034","0","","CLEMENTE PATRICE","COURTIERS D'ASSURANCES","","","",""
"CABINET GREP","","13 AVENUE JEAN JAURES","94340","JOINVILLE LE PONT","0148833987","","","6622Z","39371207000019","0","grep.cailleau@wanadoo.fr","CAILLEAU PATRICK","COURTIERS D'ASSURANCES","","","",""
"CABINET GUEZELLE","","23 RUE THIERS","94130","NOGENT SUR MARNE","0143946677","","0141952439","6622Z","31762635600040","10 à 19","","GUEZELLE MATTHIEU","COURTIERS D'ASSURANCES","","","",""
"CABINET HENRIQUES","","6 AVENUE DIDEROT","94100","ST MAUR DES FOSSES","0148866081","","0148864927","6622Z","52273980400014","3 à 5","","BORGES MARIA","COURTIERS D'ASSURANCES","","","",""
"CABINET IPCA","","19 GRANDE RUE CHARLES DE GAULLE","94360","BRY SUR MARNE","0145162782","","","6622Z","39029253000024","1 à 2","","VICTOIR HELENE","COURTIERS D'ASSURANCES","","","",""
"CABINET MILLACHAN","","97 RUE BERNAU","94500","CHAMPIGNY SUR MARNE","0699421350","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"CABINET SIMONETTI FREDERIC","","18 AVENUE GEN LECLERC","94140","ALFORTVILLE","0148932544","","","6622Z","32699088400016","0","","SIMONETTI FREDERIC","COURTIERS D'ASSURANCES","","","",""
"CABINET VITAL","","2 AVENUE LIEUT CHAURE","94100","ST MAUR DES FOSSES","0183643859","","0143971079","6622Z","50234710700026","1 à 2","","KETATA MOHAMED","COURTIERS D'ASSURANCES","","","",""
"CARRE COURTAGE SARL","","13 COTTAGE PERROQUETS","94350","VILLIERS SUR MARNE","0670047834","","","6622Z","53884815100014","Inconnu","","REY CAROLINE","COURTIERS D'ASSURANCES","PROMOTEURS IMMOBILIERS","","",""
"CCAP CONSEIL COURTAGE ASSURANCES POISSON","","9 RUE AVENIR","94360","BRY SUR MARNE","0630872986","","","6622Z","45205091700015","Inconnu","","HUET HENRI","COURTIERS D'ASSURANCES","","","",""
"CEGAPRO DIRECTPREVOYANCE","","24 AVENUE JEAN JAURES","94220","CHARENTON LE PONT","0149771195","","","6622Z","828592758000","0","","","COURTIERS D'ASSURANCES","","","",""
"CENTRALE DE CREDITS ET D'ASSURANCES","","4 AVENUE PAUL VAILLANT COUTURIER","94400","VITRY SUR SEINE","0612064776","","","6622Z","50216503800022","1 à 2","conseils.courtages@yahoo.fr","MEGUERBA YMEN","COURTIERS D'ASSURANCES","","","",""
"CENTUR CONSEIL","","85 AVENUE GEN DE GAULLE","94000","CRETEIL","0148984545","","0148995315","6622Z","34221082000029","3 à 5","","JADIS STEPHANE","COURTIERS D'ASSURANCES","","","",""
"CF ASSURANCES","","138 AVENUE GEN DE GAULLE","94170","LE PERREUX SUR MARNE","0153481850","","0148724865","6622Z","47884968000028","1 à 2","","FORLINI CLAUDINE","COURTIERS D'ASSURANCES","","","",""
"CLARJEAN","","59 Bis AVENUE DAME BLANCHE","94120","FONTENAY SOUS BOIS","0960401185","","","6619B","88248916400013","Inconnu","","FABRIS JEAN-PASCAL","COURTIERS D'ASSURANCES","","","",""
"COGEMUT","","2 BOULEVARD ALBERT 1ER","94130","NOGENT SUR MARNE","0153991380","","0153991385","6622Z","40818420800036","3 à 5","f-maiorana.previs@cogemut.fr","CLAUZET DENIS","COURTIERS D'ASSURANCES","CONSEILS, ETUDES FINANCIERES","","",""
"COHEN SKALLI SERGE","","31 RUE PARC","94000","CRETEIL","0142071167","","","7022Z","43402692800029","Inconnu","","COHEN-SKALLI SERGE","COURTIERS D'ASSURANCES","","","",""
"COMPAREVIE","","18 BOULEVARD LIBERTE","94170","LE PERREUX SUR MARNE","0148721123","","","6622Z","85251546900025","Inconnu","","BOCQUET BENOIT","COURTIERS D'ASSURANCES","","","",""
"CONSEIL DEVELOPP INVEST FINANCIER SOC","","26 BOULEVARD JULES GUESDE","94500","CHAMPIGNY SUR MARNE","0683915832","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"CONSEIL SERVICE EN ASSURANCE ET FINANCE","","19 RUE COURCY","94000","CRETEIL","0662662051","","","6622Z","51975501100011","Inconnu","","YEDDOU MOURADI","COURTIERS D'ASSURANCES","","","",""
"COURTAGE AVENUE","","95 AVENUE MARTYRS DE CHATEAUBRIANT","94310","ORLY","0148840059","","","6622Z","83993388400026","0","","BENEDICTO MICHAEL","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"COURTAGE EXPERT GEST TRANSAC CEGT","","35 Bis RUE BAC","94480","ABLON SUR SEINE","0145972681","","","6622Z","42167333600010","1 à 2","","VILQUIN VIRGINIE","COURTIERS D'ASSURANCES","","","",""
"DEPAYS DIDIER","","17 ALLEE TILLEULS","94520","MANDRES LES ROSES","0145990026","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"DIA'VIE ASSURANCES CONSEILS","","21 ROUTE LIBERATION","94430","CHENNEVIERES SUR MARNE","0145933906","","","6622Z","39489766400030","1 à 2","cabinet@dia-vie.fr","DIAS VICTOR","COURTIERS D'ASSURANCES","","","",""
"DUVAL ASSURANCE","","141 BOULEVARD STALINGRAD","94500","CHAMPIGNY SUR MARNE","0145161170","","","6622Z","88223686200026","Inconnu","","DELABARRE ISABELLE","COURTIERS D'ASSURANCES","","","",""
"DYNASSURANCES","","15 BOULEVARD VOLTAIRE","94210","LA VARENNE ST HILAIRE","0148863320","","","6622Z","4035791050003","10 à 19","","","COURTIERS D'ASSURANCES","","","",""
"EASY COURTAGE ASSURANCE","","2 RUE DESIRE DAUTIER","94380","BONNEUIL SUR MARNE","0143394848","","0143240614","6622Z","31847492100059","1 à 2","","HUET HENRI","COURTIERS D'ASSURANCES","","","",""
"EPEE RICHARD","","3 AVENUE 19 MARS 1962","94380","BONNEUIL SUR MARNE","0177227067","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"EPEE RICHARD","","5 RUE ALEXANDRE FLEMING","94380","BONNEUIL SUR MARNE","0661332704","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"EPIC EUROPE","CENTRE D'AFFAIRES DE CRETEIL","70 AVENUE GEN DE GAULLE","94000","CRETEIL","0683307967","","","6622Z","44765745300042","Inconnu","","PINON CHRISTOPHE","COURTIERS D'ASSURANCES","","","",""
"FLOCCARI NINO MICHEL","","9 Bis AVENUE ALFORTVILLE","94600","CHOISY LE ROI","0148908338","","0148908544","","0","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"FRANCE PLUS ASSURANCE FPA","","43 AVENUE REPUBLIQUE","94600","CHOISY LE ROI","0767495895","","","6622Z","83426174500014","Inconnu","","ZEKRI YOSSEF","COURTIERS D'ASSURANCES","","","",""
"FRANCILIENNE ASSURANCE","","59 AVENUE VALENTON","94190","VILLENEUVE ST GEORGES","0145986621","","","6622Z","78892395100016","0","","KISLAK UGUR","COURTIERS D'ASSURANCES","","","",""
"GRAS SAVOYE AUXI ASSURANCE","","27 AVENUE GEN LECLERC","94700","MAISONS ALFORT","0153485920","","0141799901","","0","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"GROUP ASSU","","21 RUE LOUIS TALAMONI","94500","CHAMPIGNY SUR MARNE","0148820292","","0145162204","6622Z","50154233600034","0","","HARAGHI SINAN","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"GROUPE AGORA ASSURANCES","","61 RUE HENRI BARBUSSE","94450","LIMEIL BREVANNES","0156326095","","","6622Z","40195548900034","1 à 2","","LESOURD FRANCOIS","COURTIERS D'ASSURANCES","","","",""
"GROUPE EROD ASSURANCES","","31 RUE ETIENNE DOLET","94140","ALFORTVILLE","0153662361","","","6622Z","85090570400035","Inconnu","","DERKAOUI JAMES","COURTIERS D'ASSURANCES","","","",""
"GROUPE SERENITE","","27 AVENUE BAC","94210","LA VARENNE ST HILAIRE","0177355070","","","6820B","79311787000014","Inconnu","info@sereniteassurance.com","MARIE MAGDELAINE MIGUEL","COURTIERS D'ASSURANCES","","","",""
"HADDAD LIONEL","","264 AVENUE VICTOR HUGO","94120","FONTENAY SOUS BOIS","0148761248","","","6622Z","44159903200030","1 à 2","","HADDAD LIONEL","COURTIERS D'ASSURANCES","","","",""
"IDEAL COURTAGE","","24 Bis RUE MAYENNE","94000","CRETEIL","0182837430","","","6622Z","81761552900010","Inconnu","","LAVAUD FREDERIC","COURTIERS D'ASSURANCES","","","",""
"IDF ASSURANCES","","53 RUE GEN DE GAULLE","94430","CHENNEVIERES SUR MARNE","0607060007","","","6622Z","75011177500011","Inconnu","","HENRIQUES CARLOS","COURTIERS D'ASSURANCES","","","",""
"ILE DE FRANCE ASSUR","","12 AVENUE MAR MORTIER","94510","LA QUEUE EN BRIE","0145944044","","","6622Z","53745203900010","0","","PILLE FRANCOIS","COURTIERS D'ASSURANCES","","","",""
"J'AI REVE","","112 AVENUE PARIS","94300","VINCENNES","0148999000","","","6622Z","39098005000038","0","","SCHMITT BERNADETTE","COURTIERS D'ASSURANCES","","","",""
"JASSURANCES ET CONSEILS","","123 AVENUE PAUL VAILLANT COUTURIER","94400","VITRY SUR SEINE","0950773474","","","6622Z","81346473200029","0","","ADEDZE JUST","COURTIERS D'ASSURANCES","","","",""
"JCL COURTAGE","","19 RUE BOIS","94120","FONTENAY SOUS BOIS","0661674930","","","6622Z","79039903400020","0","","ASSAL LAURENT","COURTIERS D'ASSURANCES","","","",""
"K WEALTH CARE","","37 AVENUE BOIS GUIMIER","94100","ST MAUR DES FOSSES","0674614385","","","6622Z","81465970200017","0","","ELATIFI MARIE-CLAIRE","COURTIERS D'ASSURANCES","","","",""
"KINOUSASSUR","BAT A","19 AVENUE JEANNE D'ARC","94110","ARCUEIL","0149857120","","","6622Z","44348557800019","3 à 5","","BARRAT CHRISTINE","COURTIERS D'ASSURANCES","","","",""
"KOOLASSUR","","3 AVENUE CHARLES DE GAULLE","94470","BOISSY ST LEGER","0143824921","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"L M D ASSURANCES","","10 Bis AVENUE GAMBETTA","94600","CHOISY LE ROI","0149600599","","","6622Z","48898262000053","1 à 2","","OULD AMEZIANE YOUCEF","COURTIERS D'ASSURANCES","","","",""
"LEA BRODOWSKI ASSURANCES","","88 AVENUE GEN LECLERC","94700","MAISONS ALFORT","0143763445","","0143763293","6622Z","43310524400050","3 à 5","brodo.assur@wanadoo.fr","DERUMEAUX YANN","COURTIERS D'ASSURANCES","","","",""
"LES ASSURANCES DE VILLIERS","","81 RUE GEN DE GAULLE","94350","VILLIERS SUR MARNE","0149415765","","","6622Z","84261849800013","Inconnu","","FERNANDES DA SILVA DAVID","COURTIERS D'ASSURANCES","","","",""
"MAMANE JEAN CLAUDE","","1 RUE ELISEE RECLUS","94210","LA VARENNE ST HILAIRE","0148856355","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"MANDAE","","8 RUE THOMAS EDISON","94000","CRETEIL","0185810090","","","6622Z","7986713350001","50 à 99","","","COURTIERS D'ASSURANCES","","","",""
"MATH PREVARIS","","2 AVENUE WINSTON CHURCHILL","94370","SUCY EN BRIE","0145902078","","0145904189","6622Z","52496642100017","1 à 2","sucy@math-prevaris.com","GUNAHSIZ SEVAN","COURTIERS D'ASSURANCES","","","",""
"MEXIA ASSURANCES","","13 AVENUE CHARLES DE GAULLE","94470","BOISSY ST LEGER","0145995265","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"MM ASSOCIES","","AVENUE EUROPE","94320","THIAIS","0981835000","","","6622Z","83897207300012","Inconnu","","MEYNIER SEBASTIEN","COURTIERS D'ASSURANCES","","","",""
"NOVACONSEILS ASSURANCES","","15 Bis AVENUE ARDOUIN","94420","LE PLESSIS TREVISE","0145934545","","","6622Z","78972853200035","Inconnu","","MARTINS JOSE","COURTIERS D'ASSURANCES","","","",""
"NT ASSURANCES","","70 AVENUE PIERRE SEMARD","94200","IVRY SUR SEINE","0170251604","","","6622Z","83968091500023","Inconnu","","TRA BI","COURTIERS D'ASSURANCES","","","",""
"O R A P P OFFICE RETRAIT ASS PREVOY ET PLACEME","","53 AVENUE CARNOT","94100","ST MAUR DES FOSSES","0149762992","","","6622Z","40345167700021","3 à 5","","PELLETIER ANNE","COURTIERS D'ASSURANCES","","","",""
"OKEMBA MAURILLE","","23 AVENUE GEN LECLERC","94240","L'HAY LES ROSES","0613066719","","","5320Z","90367808400018","Inconnu","","KONE MARIAM","COURTIERS D'ASSURANCES","","","",""
"ONZE CONSULTING","","58 Bis RUE ROGER SALENGRO","94120","FONTENAY SOUS BOIS","0174903770","","","7010Z","51280656300031","Inconnu","","LALOT PHILIPPE","COURTIERS D'ASSURANCES","","","",""
"PERSPECTIVE VINGT ET UN","","10 RUE LOUIS BERTRAND","94200","IVRY SUR SEINE","0156200710","","","6622Z","40355302700034","0","","KERVOELEN CEDRIC","COURTIERS D'ASSURANCES","","","",""
"PLURIEL ASSURANCES","","88 RUE JEAN JAURES","94500","CHAMPIGNY SUR MARNE","0147061515","","0148812616","6622Z","43285901500021","3 à 5","","CHOUKROUN DAVID","COURTIERS D'ASSURANCES","","","",""
"PP ASSURANCES","","34 RUE CHARLES DE GAULLE","94140","ALFORTVILLE","0143751013","","","6622Z","84065346300025","Inconnu","","BELARABI MEHDI","COURTIERS D'ASSURANCES","","","",""
"PRELYS COURTAGE","","7 Bis AVENUE BALZAC","94210","LA VARENNE ST HILAIRE","0182390484","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"PREVASSUR","","264 AVENUE VICTOR HUGO","94120","FONTENAY SOUS BOIS","0614491982","","","6622Z","44159903200030","1 à 2","","HADDAD LIONEL","COURTIERS D'ASSURANCES","","","",""
"QMBT ASSURANCES","BAT B","13 AVENUE GABRIEL PERI","94170","LE PERREUX SUR MARNE","0366870447","","","6622Z","80914327400045","Inconnu","","THERY QUENTIN","COURTIERS D'ASSURANCES","","","",""
"QMBT ASSURANCES","","2 RUE JULES FERRY","94130","NOGENT SUR MARNE","0628968572","","","6622Z","80914327400011","1 à 2","","THERY QUENTIN","COURTIERS D'ASSURANCES","","","",""
"QUARTZ ASSURANCE","","5 AVENUE GEN DE GAULLE","94160","ST MANDE","0176401282","","","6622Z","83979505100029","Inconnu","contact@helloquartz.com","BROUSSOUS JORDAN","COURTIERS D'ASSURANCES","","","",""
"R & L ASSURE","","39 BOULEVARD LIBERTE","94170","LE PERREUX SUR MARNE","0148724565","","","6622Z","8845020890001","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"RIMASSUR CONSEIL","","RUE D'ESTIENNE D'ORVES","94000","CRETEIL","0145172134","","","6622Z","81308078500013","1 à 2","","ZANCHI PATRICE","COURTIERS D'ASSURANCES","","","",""
"RISE ASSURANCE","","11 RUE CARPEAUX","94210","LA VARENNE ST HILAIRE","0145160926","","","6622Z","50357394100013","1 à 2","perniceni@hexagon-e.com","DA COSTA EMMANUEL","COURTIERS D'ASSURANCES","","","",""
"RUSSIER PIERRE","","9 AVENUE CHARLES DE GAULLE","94470","BOISSY ST LEGER","0170248599","","","6622Z","42286376100041","0","","RUSSIER PIERRE","COURTIERS D'ASSURANCES","","","",""
